-0.879283	-0.446559	1e-06	0
0.725643	0.460948	1e-06	0
0.524698	-0.798764	1e-06	0
-0.954783	-0.168299	1e-06	0
-0.67123	-0.726001	1e-06	0
0.168629	-0.842721	1e-06	0
0.0862126	0.973202	1e-06	0
0.689033	-0.707934	1e-06	0
-0.438399	-0.844178	1e-06	0
0.643885	-0.745372	1e-06	0
-0.589896	-0.785812	1e-06	0
0.240178	0.960281	1e-06	0
-0.69713	-0.644612	1e-06	0
-0.920968	-0.349875	1e-06	0
0.146108	0.977246	1e-06	0
0.950274	-0.267571	1e-06	0
-0.819107	0.540418	1e-06	0
-0.030212	-0.971285	1e-06	0
-0.199098	-0.960555	1e-06	0
0.734532	-0.663568	1e-06	0
0.798983	0.556005	1e-06	0
0.0446674	0.842173	1e-06	0
0.208115	-0.875273	1e-06	0
0.551459	-0.820023	1e-06	0
0.339903	0.929716	1e-06	0
0.293828	0.944953	1e-06	0
-0.853002	0.496846	1e-06	0
0.563161	-0.797523	1e-06	0
0.744612	0.650766	1e-06	0
0.933575	0.191961	1e-06	0
-0.18772	0.320594	1e-06	0
-0.800839	-0.55746	1e-06	0
-0.428279	0.874798	1e-06	0
-0.860043	-0.483633	1e-06	0
0.752273	0.642774	1e-06	0
-0.874881	0.460719	1e-06	0
-0.963571	0.221224	1e-06	0
-0.790385	-0.593979	1e-06	0
0.164863	0.972112	1e-06	0
-0.41947	0.742384	1e-06	0
-0.696091	-0.69769	1e-06	0
0.62544	0.742868	1e-06	0
0.627905	-0.697588	1e-06	0
0.757891	-0.629976	1e-06	0
0.571531	0.804606	1e-06	0
0.515464	0.79323	1e-06	0
-0.669645	-0.69589	1e-06	0
0.958925	-0.242531	1e-06	0
-0.109498	0.960447	1e-06	0
-0.376797	-0.899459	1e-06	0
-0.9623	-0.21334	1e-06	0
0.195997	0.963885	1e-06	0
-0.1032	-0.983554	1e-06	0
-0.357616	0.921773	1e-06	0
0.307411	0.916594	1e-06	0
-0.901879	0.286088	1e-06	0
0.270313	-0.952315	1e-06	0
-0.980137	0.117623	1e-06	0
0.69987	0.110864	1e-06	0
0.702304	0.609309	1e-06	0
0.683825	-0.715758	1e-06	0
-0.170281	0.926877	1e-06	0
0.661404	0.733558	1e-06	0
-0.350312	0.914011	1e-06	0
-0.833697	0.126205	1e-06	0
0.930916	0.333623	1e-06	0
-0.53504	-0.483544	1e-06	0
-0.901756	-0.272199	1e-06	0
-0.602197	0.784067	1e-06	0
0.761618	-0.620806	1e-06	0
0.754713	-0.624214	1e-06	0
-0.04644	-0.984348	1e-06	0
0.796442	-0.559645	1e-06	0
-0.779762	0.599885	1e-06	0
-0.14798	-0.876158	1e-06	0
0.976663	0.157911	1e-06	0
0.170888	-0.974453	1e-06	0
-0.950059	0.202786	1e-06	0
-0.756391	-0.630586	1e-06	0
-0.58609	0.694051	1e-06	0
0.963485	-0.0327706	1e-06	0
0.294884	0.943951	1e-06	0
0.17443	0.97442	1e-06	0
-0.340696	-0.92832	1e-06	0
-0.088015	0.975983	1e-06	0
0.86206	-0.463573	1e-06	0
-0.90535	-0.398314	1e-06	0
